0.0000	1108
1.0000	1078
2.0000	1160
3.0000	1155
4.0000	1099
5.0000	1062
6.0000	1071
7.0000	1082
8.0000	1093
9.0000	1115
10.0000	1074
11.0000	1125
12.0000	1172
13.0000	1174
14.0000	1120
15.0000	1149
16.0000	1163
17.0000	1209
18.0000	1230
19.0000	1208
20.0000	1133
21.0000	1069
22.0000	1149
23.0000	1144
24.0000	1089
25.0000	1174
26.0000	1094
27.0000	1128
28.0000	1186
29.0000	1184
30.0000	1082
31.0000	1152
32.0000	1125
33.0000	1190
34.0000	1129
35.0000	1203
36.0000	1234
37.0000	1153
38.0000	1127
39.0000	1137
40.0000	1071
41.0000	1211
42.0000	1189
43.0000	1150
44.0000	1170
45.0000	1199
46.0000	1191
47.0000	1156
48.0000	1168
49.0000	1195
50.0000	1204
51.0000	1124
52.0000	1113
53.0000	1200
54.0000	1158
55.0000	1203
56.0000	1198
57.0000	1167
58.0000	1228
59.0000	1180
60.0000	1200
61.0000	1189
62.0000	1205
63.0000	1128
64.0000	1122
65.0000	1155
66.0000	1210
67.0000	1239
68.0000	1165
69.0000	1162
70.0000	1134
71.0000	1179
72.0000	1116
73.0000	1165
74.0000	1144
75.0000	1147
76.0000	1147
77.0000	1197
78.0000	1152
79.0000	1166
80.0000	1112
81.0000	1160
82.0000	1179
83.0000	1121
84.0000	1197
85.0000	1171
86.0000	1281
87.0000	1205
88.0000	1200
89.0000	1182
90.0000	1185
91.0000	1120
92.0000	1145
93.0000	1138
94.0000	1190
95.0000	1181
96.0000	1145
97.0000	1159
98.0000	1161
99.0000	1176
100.0000	1147
101.0000	1147
102.0000	1120
103.0000	1121
104.0000	1135
105.0000	1130
106.0000	1174
107.0000	1136
108.0000	1168
109.0000	1145
110.0000	1160
111.0000	1126
112.0000	1251
113.0000	1139
114.0000	1200
115.0000	1223
116.0000	1168
117.0000	1177
118.0000	1251
119.0000	1161
120.0000	1108
121.0000	1170
122.0000	1139
123.0000	1173
124.0000	1106
125.0000	1197
126.0000	1144
127.0000	1164
128.0000	1091
129.0000	1131
130.0000	1187
131.0000	1120
132.0000	1211
133.0000	1285
134.0000	1109
135.0000	1184
136.0000	1235
137.0000	1173
138.0000	1091
139.0000	1201
140.0000	1210
141.0000	1194
142.0000	1178
143.0000	1144
144.0000	1227
145.0000	1154
146.0000	1182
147.0000	1154
148.0000	1194
149.0000	1289
150.0000	1124
151.0000	1131
152.0000	1183
153.0000	1118
154.0000	1194
155.0000	1224
156.0000	1194
157.0000	1152
158.0000	1125
159.0000	1173
160.0000	1180
161.0000	1156
162.0000	1186
163.0000	1174
164.0000	1079
165.0000	1150
166.0000	1256
167.0000	1260
168.0000	1191
169.0000	1203
170.0000	1127
171.0000	1234
172.0000	1209
173.0000	1218
174.0000	1203
175.0000	1146
176.0000	1120
177.0000	1116
178.0000	1166
179.0000	1141
180.0000	1170
181.0000	1200
182.0000	1248
183.0000	1297
184.0000	1189
185.0000	1164
186.0000	1263
187.0000	1140
188.0000	1236
189.0000	1131
190.0000	1151
191.0000	1166
192.0000	1218
193.0000	1114
194.0000	1237
195.0000	1165
196.0000	1189
197.0000	1177
198.0000	1181
199.0000	1223
200.0000	1259
201.0000	1137
202.0000	1124
203.0000	1201
204.0000	1228
205.0000	1183
206.0000	1148
207.0000	1237
208.0000	1189
209.0000	1254
210.0000	1211
211.0000	1178
212.0000	1202
213.0000	1179
214.0000	1163
215.0000	1242
216.0000	1229
217.0000	1186
218.0000	1146
219.0000	1163
220.0000	1175
221.0000	1122
222.0000	1229
223.0000	1194
224.0000	1146
225.0000	1086
226.0000	1162
227.0000	1203
228.0000	1171
229.0000	1117
230.0000	1178
231.0000	1148
232.0000	1161
233.0000	1153
234.0000	1164
235.0000	1174
236.0000	1145
237.0000	1190
